filename,product_name,description
W59-opi-3-in-1-pictures_19879ea4-06b2-436d-bfd4-16c9b7cd8ea2.jpg,OPI Nail Lacquer,W59 Freedom of Peach - 0.5oz by OPI
D56ThePassisAlwaysGreener_6.jpg,OPI Nail Lacquer,D56 The Pass is Always Greener - 0.5oz by OPI
N62-opi-shellac-nail-colours-pictures.jpg,OPI Nail Lacquer,N62 Show Us You Tips! - 0.5oz by OPI
Taurus-tMe15ml_NLH015.jpg,OPI Nail Lacquer,H015 Taurus-t Me - 0.5oz by OPI
L18-opi-purple-gel-colors-pictures.jpg,OPI Nail Lacquer,L18 Tagus in That Selfie! - 0.5oz by OPI
stay-out-all-bright-nlp008-nail-lacquer.jpg,OPI Nail Lacquer,P008 Stay Out All Bright - 0.5oz by OPI
M89-opi-gel-polish-color-chart-pictures.jpg,OPI Nail Lacquer,M89 My Chihuahua Doesn’t Bite Anymore - 0.5oz by OPI
R44-gel-nail-polish-led-light-kit-pictures.jpg,OPI Nail Lacquer,R44 Princesses Rule! - 0.5oz by OPI
V33-opi-varnish-pictures_acc427f9-b911-4dcb-b7cd-11f226191aa9.jpg,OPI Nail Lacquer,V33 Gelato on My Mind - 0.5oz by OPI
22Buttafly_4.jpg,OPI Nail Lacquer,NLS022 Buttafly - 0.5oz by OPI
22Buttafly_2_2ead28b4-c784-4942-ba3a-7bd947750ed2.jpg,OPI Nail Lacquer,NLS022 Buttafly - 0.5oz by OPI
E74-uv-gel-kit-pictures_48e5dbdf-0bed-40ae-b91e-e1ec9fc32eb6.jpg,OPI Nail Lacquer,E74 You're Such a BudaPest - 0.5oz by OPI
H48-dark-opi-gel-colors-pictures_586395a3-eecb-4740-9e95-ae5d1be90d7c.jpg,OPI Nail Lacquer,H48 Lucky Lucky Lavender - 0.5oz by OPI
W56-best-gel-nail-polish-pictures_8ca58f9e-86f0-4e21-8520-7278daafa662.jpg,OPI Nail Lacquer,W56 Never a Dulles Moment - 0.5oz by OPI
N84StrawberryWavesForever_9fd8404f-1d15-436d-ad25-80d1ffe3e75c.jpg,OPI Nail Lacquer,N84 Strawberry Waves Forever - 0.5oz by OPI
